sentence,source_text,true_value,label,suite,variant,source_index,template,action,slots_json,nature_score,nature_score_norm,nature_group,error
A caretaker was nurturing the woodland after the rain.,A caretaker was nurturing the woodland after the rain.,nature,nature,,base,91,{agent} was {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 91}",98.0,0.98,forest,
People praised a caretaker for tending the forest by the river.,People praised a caretaker for tending the forest by the river.,nature,nature,,base,92,People praised {agent} for {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""place"": ""by the river"", ""sample_index"": 92}",93.0,0.93,forest,
It was clear that the community team spent the day nurturing the woodland.,It was clear that the community team spent the day nurturing the woodland.,nature,nature,,base,93,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""sample_index"": 93}",98.0,0.98,forest,
The community team was protecting the grove on the hillside.,The community team was protecting the grove on the hillside.,nature,nature,,base,94,{agent} was {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""the community team"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 94}",98.0,0.98,forest,
"During the storm, the community team kept safeguarding the natural habitat.","During the storm, the community team kept safeguarding the natural habitat.",nature,nature,,base,95,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""the community team"", ""patient"": ""the natural habitat"", ""sample_index"": 95}",98.0,0.98,forest,
"During the storm, the community team kept preserving the woods.","During the storm, the community team kept preserving the woods.",nature,nature,,base,96,"During the storm, {agent} kept {action} {patient}.",preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""sample_index"": 96}",92.0,0.92,forest,
A local student was nurturing the forest after the rain.,A local student was nurturing the forest after the rain.,nature,nature,,base,97,{agent} was {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""after the rain"", ""sample_index"": 97}",98.0,0.98,forest,
It was clear that a caretaker spent the day healing the grove.,It was clear that a caretaker spent the day healing the grove.,nature,nature,,base,98,It was clear that {agent} spent the day {action} {patient}.,healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 98}",98.0,0.98,forest,
Everyone noticed the community team preserving the woodland by the river.,Everyone noticed the community team preserving the woodland by the river.,nature,nature,,base,99,Everyone noticed {agent} {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 99}",98.0,0.98,forest,
People praised a caretaker for nurturing the grove on the hillside.,People praised a caretaker for nurturing the grove on the hillside.,nature,nature,,base,100,People praised {agent} for {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 100}",98.0,0.98,forest,
Everyone noticed the community team tending the woods near the trail.,Everyone noticed the community team tending the woods near the trail.,nature,nature,,base,101,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 101}",93.0,0.93,forest,
"During the storm, a volunteer kept tending the natural habitat.","During the storm, a volunteer kept tending the natural habitat.",nature,nature,,base,102,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""sample_index"": 102}",98.0,0.98,forest,
"During the storm, the community team kept nurturing the forest.","During the storm, the community team kept nurturing the forest.",nature,nature,,base,103,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""sample_index"": 103}",92.0,0.92,forest,
Everyone noticed a volunteer nurturing the grove after the rain.,Everyone noticed a volunteer nurturing the grove after the rain.,nature,nature,,base,104,Everyone noticed {agent} {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""after the rain"", ""sample_index"": 104}",98.0,0.98,forest,
"During the storm, a local student kept safeguarding the grove.","During the storm, a local student kept safeguarding the grove.",nature,nature,,base,105,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""sample_index"": 105}",98.0,0.98,forest,
People praised a local student for cleaning up the woods by the river.,People praised a local student for cleaning up the woods by the river.,nature,nature,,base,106,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""place"": ""by the river"", ""sample_index"": 106}",98.0,0.98,forest,
People praised the community team for nurturing the woodland by the river.,People praised the community team for nurturing the woodland by the river.,nature,nature,,base,107,People praised {agent} for {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 107}",98.0,0.98,forest,
Everyone noticed a volunteer cleaning up the woods near the trail.,Everyone noticed a volunteer cleaning up the woods near the trail.,nature,nature,,base,108,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 108}",92.0,0.92,forest,
A volunteer was protecting the grove after the rain.,A volunteer was protecting the grove after the rain.,nature,nature,,base,109,{agent} was {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""after the rain"", ""sample_index"": 109}",93.0,0.93,forest,
"During the storm, a local student kept preserving the natural habitat.","During the storm, a local student kept preserving the natural habitat.",nature,nature,,base,110,"During the storm, {agent} kept {action} {patient}.",preserving,"{""action"": ""preserving"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 110}",98.0,0.98,forest,
"During the storm, a local student kept cleaning up the grove.","During the storm, a local student kept cleaning up the grove.",nature,nature,,base,111,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""sample_index"": 111}",92.0,0.92,forest,
It was clear that a ranger spent the day cleaning up the forest.,It was clear that a ranger spent the day cleaning up the forest.,nature,nature,,base,112,It was clear that {agent} spent the day {action} {patient}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 112}",98.0,0.98,forest,
It was clear that a volunteer spent the day tending the natural habitat.,It was clear that a volunteer spent the day tending the natural habitat.,nature,nature,,base,113,It was clear that {agent} spent the day {action} {patient}.,tending,"{""action"": ""tending"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""sample_index"": 113}",98.0,0.98,forest,
The community team was watching over the woods by the river.,The community team was watching over the woods by the river.,nature,nature,,base,114,{agent} was {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""by the river"", ""sample_index"": 114}",92.0,0.92,forest,
It was clear that a local student spent the day watching over the natural habitat.,It was clear that a local student spent the day watching over the natural habitat.,nature,nature,,base,115,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 115}",98.0,0.98,forest,
People praised a caretaker for healing the grove after the rain.,People praised a caretaker for healing the grove after the rain.,nature,nature,,base,116,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""place"": ""after the rain"", ""sample_index"": 116}",98.0,0.98,forest,
"During the storm, the community team kept healing the grove.","During the storm, the community team kept healing the grove.",nature,nature,,base,117,"During the storm, {agent} kept {action} {patient}.",healing,"{""action"": ""healing"", ""agent"": ""the community team"", ""patient"": ""the grove"", ""sample_index"": 117}",98.0,0.98,forest,
"During the storm, a local student kept restoring the woodland.","During the storm, a local student kept restoring the woodland.",nature,nature,,base,118,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""sample_index"": 118}",92.0,0.92,forest,
Everyone noticed the community team cleaning up the grove near the trail.,Everyone noticed the community team cleaning up the grove near the trail.,nature,nature,,base,119,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""the community team"", ""patient"": ""the grove"", ""place"": ""near the trail"", ""sample_index"": 119}",93.0,0.93,forest,
"During the storm, a ranger kept nurturing the woodland.","During the storm, a ranger kept nurturing the woodland.",nature,nature,,base,120,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 120}",98.0,0.98,forest,
Everyone noticed a caretaker cleaning up the woodland after the rain.,Everyone noticed a caretaker cleaning up the woodland after the rain.,nature,nature,,base,121,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 121}",98.0,0.98,forest,
